angle,angle_d,real_height,ref_height,distort,scalars
32.6,28.8239712838101,1.60909505,1.869998,-13.7915911,1.16214265900576
32.7,28.893322285561,1.61370918,1.877197,-13.8759276,1.16328085832665
32.8,28.9625354586154,1.61832029,1.884412,-13.9605171,1.16442462696924
32.9,29.0316111174497,1.62292839,1.891643,-14.04535955,1.16557391666554
33,29.1005491280038,1.62753346,1.89889,-14.1304549,1.16672870123358
33.1,29.1693495082716,1.63213549,1.906154,-14.21580308,1.16788956044329
33.2,29.238012278085,1.63673447,1.913435,-14.30140406,1.1690564566652
33.3,29.3065376081009,1.6413304,1.920732,-14.38725778,1.17022873639579
33.4,29.3749252235866,1.64592325,1.928046,-14.47336418,1.17140698996748
33.5,29.4431752990059,1.65051302,1.935376,-14.55972321,1.17259056823435
33.6,29.5112880098067,1.65509971,1.942724,-14.64633482,1.17378064189257
33.7,29.579263087803,1.65968329,1.950089,-14.73319896,1.17497658242977
33.8,29.6471008601684,1.66426377,1.957471,-14.82031557,1.17617834100901
33.9,29.7148010630109,1.66884112,1.96487,-14.90768459,1.17738589758622
34,29.7823640261753,1.67341535,1.972286,-14.99530598,1.17859920431589
34.1,29.8497894900078,1.67798643,1.97972,-15.08317968,1.17981883798667
34.2,29.9170777869701,1.68255437,1.987172,-15.17130563,1.18104474686307
34.3,29.9842286615903,1.68711914,1.994641,-15.25968378,1.18227631511548
34.4,30.0512423020844,1.69168074,2.002128,-15.34831407,1.18351409498225
34.5,30.1181187509228,1.69623916,2.009633,-15.43719646,1.184758050274
34.6,30.1848580522205,1.70079439,2.017156,-15.52633088,1.18600814528792
34.7,30.2514602517244,1.70534642,2.024698,-15.61571728,1.1872649311921
34.8,30.3179253967991,1.70989524,2.032257,-15.7053556,1.18852719889436
34.9,30.3842533905953,1.71444083,2.039835,-15.79524579,1.18979609229209
35,30.4504444298868,1.71898319,2.047431,-15.88538779,1.19107098423691
35.1,30.5164985668103,1.72352231,2.055046,-15.97578154,1.19235242159413
35.2,30.5824158550668,1.72805818,2.06268,-16.06642699,1.19364036690015
35.3,30.648196204879,1.73259078,2.070332,-16.15732409,1.19493421291322
35.4,30.7138398184581,1.73712011,2.078003,-16.24847276,1.19623449641602
35.5,30.7793466094812,1.74164615,2.085694,-16.33987297,1.19754176242976
35.6,30.8447167827987,1.7461689,2.093403,-16.43152464,1.19885481868335
35.7,30.9099503997296,1.75068835,2.101132,-16.52342773,1.20017477696701
35.8,30.9750473790318,1.75520448,2.10888,-16.61558217,1.20150103536655
35.9,31.0400077855677,1.75971728,2.116648,-16.70798791,1.20283412799129
36,31.104831829309,1.76422675,2.124436,-16.80064488,1.20417400994515
36.1,31.1695194339734,1.76873287,2.132243,-16.89355303,1.20552008512173
36.2,31.2340706687542,1.77323563,2.14007,-16.98671231,1.20687288468256
36.3,31.2984857473277,1.77773503,2.147917,-17.08012264,1.20823236520237
36.4,31.362764598252,1.78223105,2.155784,-17.17378398,1.2095984973441
36.5,31.4269072949338,1.78672368,2.163672,-17.26769626,1.21097180510867
36.6,31.4909140546385,1.79121292,2.17158,-17.36185943,1.21235168401979
36.7,31.5547846683603,1.79569874,2.179508,-17.45627342,1.21373811288635
36.8,31.6185193562777,1.80018114,2.187457,-17.55093817,1.21513160614492
36.9,31.6821183391307,1.80466012,2.195427,-17.64585362,1.21653211907847
37,31.7455814131004,1.80913565,2.203418,-17.74101972,1.21793962768906
37.1,31.8089088017624,1.81360773,2.21143,-17.8364364,1.2193540882184
37.2,31.8721005879023,1.81807635,2.219463,-17.93210361,1.22077546413274
37.3,31.9351568555947,1.8225415,2.227518,-18.02802127,1.22220426805096
37.4,31.9980775492621,1.82700316,2.235593,-18.12418933,1.22363937235883
37.5,32.0608628968343,1.83146133,2.243691,-18.22060773,1.22508237725118
37.6,32.1235129861768,1.835916,2.25181,-18.3172764,1.22653215070842
37.7,32.1860277660444,1.84036715,2.259951,-18.41419529,1.22798920856635
37.8,32.2484074675031,1.84481478,2.268114,-18.51136432,1.22945350643819
37.9,32.3106520421322,1.84925887,2.276299,-18.60878345,1.2309250137597
38,32.3727615832542,1.85369941,2.284506,-18.7064526,1.23240369375745
38.1,32.4347361853802,1.85813639,2.292736,-18.80437172,1.23389004829726
38.2,32.4965760835869,1.86256981,2.300988,-18.90254073,1.23538349416283
38.3,32.5582812349526,1.86699965,2.309264,-19.00095958,1.23688507386705
38.4,32.6198517374804,1.8714259,2.317561,-19.0996282,1.23839314182838
38.5,32.6812876903134,1.87584855,2.325882,-19.19854653,1.23990926666228
38.6,32.7425891937222,1.88026759,2.334226,-19.2977145,1.24143287498776
38.7,32.8037562106574,1.884683,2.342594,-19.39713205,1.24296446670342
38.8,32.8647891206706,1.88909479,2.350984,-19.49679912,1.24450292936333
38.9,32.9256877506621,1.89350293,2.359399,-19.59671564,1.24604982787114
39,32.9864522058631,1.89790741,2.367837,-19.69688154,1.247604065153
39.1,33.047082730248,1.90230823,2.376299,-19.79729676,1.24916612488188
39.2,33.1075794306021,1.90670538,2.384785,-19.89796124,1.25073596844836
39.3,33.1679422774576,1.91109884,2.393295,-19.9988749,1.25231356427384
39.4,33.2281713802445,1.9154886,2.401829,-20.10003769,1.25389887467876
39.5,33.2882668494128,1.91987465,2.410388,-20.20144953,1.25549238331784
39.6,33.3482287964211,1.92425698,2.418972,-20.30311035,1.25709404988101
39.7,33.4080573337254,1.92863558,2.42758,-20.4050201,1.25870331605103
39.8,33.4677527111244,1.93301045,2.436214,-20.50717871,1.26032117415609
39.9,33.5273147701331,1.93738156,2.444873,-20.6095861,1.26194707871587
40,33.5867436266934,1.9417489,2.453556,-20.71224221,1.26358047634274
40.1,33.6460395334925,1.94611247,2.462266,-20.81514697,1.26522286761772
40.2,33.7052026078014,1.95047226,2.471001,-20.91830031,1.26687318280548
40.3,33.7642328323989,1.95482825,2.479762,-21.02170217,1.26853190299455
40.4,33.8231304621983,1.95918044,2.488549,-21.12535247,1.27019898177424
40.5,33.8818953471256,1.9635288,2.497362,-21.22925115,1.27187439267507
40.6,33.9405278789449,1.96787334,2.506201,-21.33339814,1.27355808377383
40.7,33.9990280447833,1.97221404,2.515067,-21.43779337,1.27525053010981
40.8,34.0573958333832,1.97655088,2.523959,-21.54243676,1.27695119085424
40.9,34.1156316380141,1.98088387,2.532878,-21.64732825,1.2786605203666
41,34.1737353148226,1.98521298,2.541825,-21.75246777,1.2803789949026
41.1,34.2317069901516,1.9895382,2.550798,-21.85785524,1.28210556600522
41.2,34.2895469249275,1.99385953,2.559799,-21.9634906,1.28384119416878
41.3,34.3472551130162,1.99817695,2.568827,-22.06937378,1.28558534317994
41.4,34.4048318166022,2.00249046,2.577883,-22.1755047,1.28733846752009
41.5,34.4622768983193,2.00680003,2.586967,-22.28188329,1.28910053883146
41.6,34.5195907551404,2.01110567,2.59608,-22.38850948,1.29087200077358
41.7,34.5767732519939,2.01540735,2.60522,-22.49538319,1.29265183041036
41.8,34.6338246540052,2.01970507,2.614389,-22.60250436,1.29444097498849
41.9,34.6907449613749,2.02399881,2.623586,-22.70987292,1.29623890440924
42,34.7475344403617,2.02828857,2.632813,-22.81748877,1.2980465595189
42.1,34.8041930930084,2.03257433,2.642068,-22.92535187,1.29986291817431
42.2,34.8607211866673,2.03685609,2.651353,-23.03346212,1.30168891804231
42.3,34.9171185934325,2.04113382,2.660667,-23.14181946,1.303524038419
42.4,34.9733855822533,2.04540752,2.670011,-23.25042382,1.30536872182811
42.5,35.029522422048,2.04967719,2.679384,-23.35927511,1.30722243145029
42.6,35.0855288568662,2.05394279,2.688788,-23.46837326,1.30908612113778
42.7,35.1414054197581,2.05820434,2.698222,-23.5777182,1.31095924129671
42.8,35.1971518571885,2.0624618,2.707686,-23.68730985,1.31284176996636
42.9,35.2527685717741,2.06671518,2.717181,-23.79714813,1.31473413767639
